0.2 1e-05 0.5992 1 1.9662108e-05 0.99243061
0.2 1e-06 0.5994 1 0.044765443 0.93541253
0.2 1e-07 0.7992 1 0.00062355408 0.93776906
0.2 1e-08 0.5988 1 6.5907078e-06 0.93046469
0.2 1.25892541179e-05 0.5994 1 3.3935196e-07 0.84802399
0.2 1.25892541179e-06 0.7996 1 0.051704119 0.92489889
0.2 1.58489319246e-05 0.9988 1 7.6928432e-10 0.99956398
0.2 1.58489319246e-06 0.3998 1 0.06374289 0.94552047
0.2 1.99526231497e-05 0.9974 1 2.058422e-14 0.97351007
0.2 1.99526231497e-06 0.998 1 0.063981213 0.93440365
0.2 1.99526231497e-07 0.7984 1 0.0023365065 0.93466589
0.2 1e-05 0.3996 1 2.0314785e-05 0.84245214
0.2 1e-06 0.9982 1 0.041351135 0.9366437
0.2 2.51188643151e-06 0.399 1 0.054983631 0.92225811
0.2 2.51188643151e-07 0.3994 1 0.0039995017 0.91367107
0.2 3.16227766017e-06 0.5996 1 0.039013236 0.92476797
0.2 3.16227766017e-07 0.1994 1 0.00592565 0.92394012
0.2 3.98107170553e-06 0.3986 1 0.019654685 0.9346609
0.2 3.98107170553e-07 0.3992 1 0.008731876 0.91691408
0.2 5.01187233627e-06 0.9988 1 0.0096188452 0.92493379
0.2 5.01187233627e-07 0.5994 1 0.013231364 0.93650544
0.2 6.3095734448e-06 0.1996 1 0.0027270372 0.97922798
0.2 6.3095734448e-07 0.9984 1 0.020380342 0.9170041
0.2 7.94328234724e-06 0.7996 1 0.00037487856 0.94336695
0.2 7.94328234724e-07 0.7984 1 0.029683014 0.922705
0.3 1.25892541179e-05 0.999 1 4.1675398e-22 0.99801423
0.3 1.25892541179e-06 0.9978 1 0.050153504 0.93126089
0.3 1.58489319246e-05 0.998 1 1.894051e-35 0.98340893
0.3 1.58489319246e-06 0.5994 1 0.03542321 0.90321323
0.3 1.99526231497e-06 0.799 1 0.020366244 0.92032619
0.3 1.99526231497e-07 0.5 1 0.0089589263 0.93858141
0.3 1e-05 0.3988 1 6.3733938e-16 0.99996345
0.3 1e-06 0.7986 1 0.060750631 0.93707867
0.3 2.51188643151e-06 0.7994 1 0.008185381 0.93362855
0.3 2.51188643151e-07 0.7988 1 0.013540736 0.93440409
0.3 3.16227766017e-06 0.5988 1 0.0025010007 0.93302935
0.3 3.16227766017e-07 0.99775 1 0.021105627 0.92495614
0.3 3.98107170553e-06 0.9976 1 0.00032751457 0.96982785
0.3 3.98107170553e-07 0.798 1 0.032006673 0.92239245
0.3 5.01187233627e-06 0.5988 1 1.9968969e-05 0.94939024
0.3 5.01187233627e-07 0.3992 1 0.042525987 0.93877454
0.3 6.3095734448e-06 0.49925 1 1.8911244e-07 0.97354985
0.3 6.3095734448e-07 0.3992 1 0.049411224 0.94240455
0.3 7.94328234724e-06 0.998 1 1.708364e-10 0.99793131
0.3 7.94328234724e-07 0.5994 1 0.060104789 0.92317164
0.3 1e-05 1 1 2.0964928e-18 1
0.3 1e-06 1 1 0.0561635 0.84901119
0.3 1e-07 0.998 1 0.002319708 0.89463705
0.3 1e-08 1 1 1.4688036e-05 0.8807148
0.3 2e-08 1 1 6.863071e-05 1
0.3 5e-06 1 1 3.0232306e-07 0.99998857
0.3 5e-07 0.499 1 0.038168264 0.92797118
0.3 5e-08 1 1 0.00068744701 1
0.3 5e-09 1 1 4.1737943e-06 1
0.3 8e-06 1 1 1.2150952e-27 1
0.3 8e-09 1 1 2.0121736e-05 1
0.4 1e-05 0.9996 1 5.8930797e-28 0.97348713
0.4 1e-06 0.9994 1 0.04229496 0.92505291
0.4 1e-07 0.9996 1 0.0046806356 0.93848921
0.4 1e-08 0.9994 1 4.7484817e-05 0.93381855
0.4 1.25892541179e-05 0.9992 1 3.1131489e-43 0.99966214
0.4 1.25892541179e-06 0.9992 1 0.029064839 0.92825214
0.4 1.58489319246e-06 0.999 1 0.013282044 0.92740463
0.4 1.99526231497e-06 1 1 0.0047609385 0.90587086
0.4 1.99526231497e-07 0.9996 1 0.016722695 0.92615723
0.4 1e-05 0.9988 1 9.3917538e-29 0.99998776
0.4 1e-06 0.999 1 0.044025187 0.91915274
0.4 2.51188643151e-06 0.9996 1 0.0010384716 0.92679596
0.4 2.51188643151e-07 0.9986 1 0.024109174 0.93672026
0.4 3.16227766017e-06 0.9998 1 7.4987547e-05 0.85681481
0.4 3.16227766017e-07 0.999 1 0.033658145 0.93008477
0.4 3.98107170553e-06 0.999 1 1.8234387e-06 0.96663812
0.4 3.98107170553e-07 0.9988 1 0.045728489 0.94008468
0.4 5.01187233627e-06 0.9992 1 7.833009e-09 0.98403686
0.4 5.01187233627e-07 0.9986 1 0.055652303 0.94959004
0.4 6.3095734448e-06 0.9988 1 1.0528007e-12 0.99594833
0.4 6.3095734448e-07 0.9992 1 0.061485876 0.93788887
0.4 7.94328234724e-06 0.9994 1 1.0749291e-18 0.9999227
0.4 7.94328234724e-07 0.9986 1 0.053184179 0.9434474
0.4 1.5e-08 0.9989 1 0.00010372257 0.93803737
0.4 1e-06 0.9992 1 0.04215625 0.93456645
0.4 1e-07 0.99863239 1 0.0045230421 0.95278111
0.4 1e-08 1 1 4.803599e-05 0.93888988
0.4 2.5e-08 0.9996 1 0.00029812733 0.93212361
0.4 2e-06 0.9988 1 0.0045209067 0.92644459
0.4 2e-08 0.9993 1 0.00018742951 0.92895516
0.4 3e-06 0.9992 1 0.00013464738 0.91852849
0.4 3e-08 0.9994 1 0.00041558794 0.93507997
0.4 5e-06 0.999 1 7.0749718e-09 0.96287779
