0.2 1e-05 0.5992 1.9662108e-05 0.99243061
0.2 1e-06 0.5994 0.044765443 0.93541253
0.2 1e-07 0.7992 0.00062355408 0.93776906
0.2 1e-08 0.5988 6.5907078e-06 0.93046469
0.2 1.25892541179e-05 0.5994 3.3935196e-07 0.84802399
0.2 1.25892541179e-06 0.7996 0.051704119 0.92489889
0.2 1.58489319246e-05 0.9988 7.6928432e-10 0.99956398
0.2 1.58489319246e-06 0.3998 0.06374289 0.94552047
0.2 1.99526231497e-05 0.9974 2.058422e-14 0.97351007
0.2 1.99526231497e-06 0.998 0.063981213 0.93440365
0.2 1.99526231497e-07 0.7984 0.0023365065 0.93466589
0.2 1e-05 0.3996 2.0314785e-05 0.84245214
0.2 1e-06 0.9982 0.041351135 0.9366437
0.2 2.51188643151e-06 0.399 0.054983631 0.92225811
0.2 2.51188643151e-07 0.3994 0.0039995017 0.91367107
0.2 3.16227766017e-06 0.5996 0.039013236 0.92476797
0.2 3.16227766017e-07 0.1994 0.00592565 0.92394012
0.2 3.98107170553e-06 0.3986 0.019654685 0.9346609
0.2 3.98107170553e-07 0.3992 0.008731876 0.91691408
0.2 5.01187233627e-06 0.9988 0.0096188452 0.92493379
0.2 5.01187233627e-07 0.5994 0.013231364 0.93650544
0.2 6.3095734448e-06 0.1996 0.0027270372 0.97922798
0.2 6.3095734448e-07 0.9984 0.020380342 0.9170041
0.2 7.94328234724e-06 0.7996 0.00037487856 0.94336695
0.2 7.94328234724e-07 0.7984 0.029683014 0.922705
0.3 1.25892541179e-05 0.999 4.1675398e-22 0.99801423
0.3 1.25892541179e-06 0.9978 0.050153504 0.93126089
0.3 1.58489319246e-05 0.998 1.894051e-35 0.98340893
0.3 1.58489319246e-06 0.5994 0.03542321 0.90321323
0.3 1.99526231497e-06 0.799 0.020366244 0.92032619
0.3 1.99526231497e-07 0.5 0.0089589263 0.93858141
0.3 1e-05 0.3988 6.3733938e-16 0.99996345
0.3 1e-06 0.7986 0.060750631 0.93707867
0.3 2.51188643151e-06 0.7994 0.008185381 0.93362855
0.3 2.51188643151e-07 0.7988 0.013540736 0.93440409
0.3 3.16227766017e-06 0.5988 0.0025010007 0.93302935
0.3 3.16227766017e-07 0.99775 0.021105627 0.92495614
0.3 3.98107170553e-06 0.9976 0.00032751457 0.96982785
0.3 3.98107170553e-07 0.798 0.032006673 0.92239245
0.3 5.01187233627e-06 0.5988 1.9968969e-05 0.94939024
0.3 5.01187233627e-07 0.3992 0.042525987 0.93877454
0.3 6.3095734448e-06 0.49925 1.8911244e-07 0.97354985
0.3 6.3095734448e-07 0.3992 0.049411224 0.94240455
0.3 7.94328234724e-06 0.998 1.708364e-10 0.99793131
0.3 7.94328234724e-07 0.5994 0.060104789 0.92317164
0.3 1e-05 1 2.0964928e-18 1
0.3 1e-06 1 0.0561635 0.84901119
0.3 1e-07 0.998 0.002319708 0.89463705
0.3 1e-08 1 1.4688036e-05 0.8807148
0.3 2e-08 1 6.863071e-05 1
0.3 5e-06 1 3.0232306e-07 0.99998857
0.3 5e-07 0.499 0.038168264 0.92797118
0.3 5e-08 1 0.00068744701 1
0.3 5e-09 1 4.1737943e-06 1
0.3 8e-06 1 1.2150952e-27 1
0.3 8e-09 1 2.0121736e-05 1
0.4 1e-05 0.559 4.5775549e-28 0.99193839
0.4 1e-06 0.5492 0.041330589 0.9251929
0.4 1e-07 0.5554 0.0045956498 0.93622034
0.4 1e-08 0.5444 4.5965592e-05 0.93383606
0.4 1.25892541179e-05 0.5552 5.4830951e-43 1
0.4 1.25892541179e-06 0.5446 0.028912204 0.93122313
0.4 1.58489319246e-06 0.539 0.013440373 0.93035922
0.4 1.99526231497e-06 0.5492 0.0044901731 0.94924255
0.4 1.99526231497e-07 0.5474 0.01709268 0.92625885
0.4 1e-05 0.5444 1.2692262e-28 0.99998339
0.4 1e-06 0.5378 0.045260309 0.91631745
